config,total_bets,wins,losses,hit_rate,turnover,pnl,roi,sharpe,max_drawdown,bankroll_final,stake_avg
OPTIMAL_AH_ONLY,95,77,15,0.8105263157894737,238.03097436450594,172.05466717676052,72.28246980718006,0.8551521866467612,1.899663676744184,272.0546671767607,2.5055892038369048
